BAIRROS,VALOR,MES,ANO,N_DORMITORIOS,DATA,LONGITUDE,LATITUDE 
ACLIMAÇÃO,8664.17024018373,JANEIRO,2018,1,2018-01-01,-46.6309,-23.5714
ACLIMAÇÃO,8812.46377998856,JANEIRO,2019,1,2019-01-01,-46.6309,-23.5714
ACLIMAÇÃO,8999.011404775025,FEVEREIRO,2018,1,2018-02-01,-46.6309,-23.5714
ACLIMAÇÃO,8799.872691265033,FEVEREIRO,2019,1,2019-02-01,-46.6309,-23.5714
ACLIMAÇÃO,8967.479699845979,MARCO,2018,1,2018-03-01,-46.6309,-23.5714
ACLIMAÇÃO,8782.690307508346,MARCO,2019,1,2019-03-01,-46.6309,-23.5714
ACLIMAÇÃO,8995.40650813548,ABRIL,2018,1,2018-04-01,-46.6309,-23.5714
ACLIMAÇÃO,8776.635990885487,ABRIL,2019,1,2019-04-01,-46.6309,-23.5714
ACLIMAÇÃO,9002.99992976907,MAIO,2018,1,2018-05-01,-46.6309,-23.5714
ACLIMAÇÃO,8795.453643436293,MAIO,2019,1,2019-05-01,-46.6309,-23.5714
ACLIMAÇÃO,9286.128051251984,JUNHO,2018,1,2018-06-01,-46.6309,-23.5714
ACLIMAÇÃO,8711.7138901736,JUNHO,2019,1,2019-06-01,-46.6309,-23.5714
ACLIMAÇÃO,9275.21252867959,JULHO,2018,1,2018-07-01,-46.6309,-23.5714
ACLIMAÇÃO,8617.740119366228,JULHO,2019,1,2019-07-01,-46.6309,-23.5714
ACLIMAÇÃO,9274.628178883298,AGOSTO,2018,1,2018-08-01,-46.6309,-23.5714
ACLIMAÇÃO,8487.923347804812,AGOSTO,2019,1,2019-08-01,-46.6309,-23.5714
ACLIMAÇÃO,9002.959176127362,SETEMBRO,2018,1,2018-09-01,-46.6309,-23.5714
ACLIMAÇÃO,8470.559294730016,SETEMBRO,2019,1,2019-09-01,-46.6309,-23.5714
ACLIMAÇÃO,8967.138884137983,OUTUBRO,2018,1,2018-10-01,-46.6309,-23.5714
ACLIMAÇÃO,8496.39669220666,OUTUBRO,2019,1,2019-10-01,-46.6309,-23.5714
ACLIMAÇÃO,8913.18894581216,NOVEMBRO,2018,1,2018-11-01,-46.6309,-23.5714
ACLIMAÇÃO,8474.530817932537,NOVEMBRO,2019,1,2019-11-01,-46.6309,-23.5714
ACLIMAÇÃO,8867.178567206589,DEZEMBRO,2018,1,2018-12-01,-46.6309,-23.5714
ACLIMAÇÃO,8463.918697557148,DEZEMBRO,2019,1,2019-12-01,-46.6309,-23.5714
ACLIMAÇÃO,7699.847638974641,JANEIRO,2018,2,2018-01-01,-46.6309,-23.5714
ACLIMAÇÃO,7585.179399755828,JANEIRO,2019,2,2019-01-01,-46.6309,-23.5714
ACLIMAÇÃO,7645.185826903676,FEVEREIRO,2018,2,2018-02-01,-46.6309,-23.5714
ACLIMAÇÃO,7645.261803227098,FEVEREIRO,2019,2,2019-02-01,-46.6309,-23.5714
ACLIMAÇÃO,7464.108685979513,MARCO,2018,2,2018-03-01,-46.6309,-23.5714
ACLIMAÇÃO,7725.509839775717,MARCO,2019,2,2019-03-01,-46.6309,-23.5714
ACLIMAÇÃO,7512.648012914191,ABRIL,2018,2,2018-04-01,-46.6309,-23.5714
ACLIMAÇÃO,7741.222375465549,ABRIL,2019,2,2019-04-01,-46.6309,-23.5714
ACLIMAÇÃO,7585.623778099988,MAIO,2018,2,2018-05-01,-46.6309,-23.5714
ACLIMAÇÃO,7718.627459830072,MAIO,2019,2,2019-05-01,-46.6309,-23.5714
ACLIMAÇÃO,7948.548959645091,JUNHO,2018,2,2018-06-01,-46.6309,-23.5714
ACLIMAÇÃO,7698.10988767532,JUNHO,2019,2,2019-06-01,-46.6309,-23.5714
ACLIMAÇÃO,7966.213107432873,JULHO,2018,2,2018-07-01,-46.6309,-23.5714
ACLIMAÇÃO,7632.92694432462,JULHO,2019,2,2019-07-01,-46.6309,-23.5714
ACLIMAÇÃO,7973.765891875802,AGOSTO,2018,2,2018-08-01,-46.6309,-23.5714
ACLIMAÇÃO,7608.738858752791,AGOSTO,2019,2,2019-08-01,-46.6309,-23.5714
ACLIMAÇÃO,7738.055948219643,SETEMBRO,2018,2,2018-09-01,-46.6309,-23.5714
ACLIMAÇÃO,7552.501907107905,SETEMBRO,2019,2,2019-09-01,-46.6309,-23.5714
ACLIMAÇÃO,7712.238987018037,OUTUBRO,2018,2,2018-10-01,-46.6309,-23.5714
ACLIMAÇÃO,7571.718764149857,OUTUBRO,2019,2,2019-10-01,-46.6309,-23.5714
ACLIMAÇÃO,7654.613940917086,NOVEMBRO,2018,2,2018-11-01,-46.6309,-23.5714
ACLIMAÇÃO,7533.092308436571,NOVEMBRO,2019,2,2019-11-01,-46.6309,-23.5714
ACLIMAÇÃO,7557.762468184686,DEZEMBRO,2018,2,2018-12-01,-46.6309,-23.5714
ACLIMAÇÃO,7496.954698027032,DEZEMBRO,2019,2,2019-12-01,-46.6309,-23.5714
ACLIMAÇÃO,8429.765485062228,JANEIRO,2018,3,2018-01-01,-46.6309,-23.5714
ACLIMAÇÃO,8340.856637611463,JANEIRO,2019,3,2019-01-01,-46.6309,-23.5714
ACLIMAÇÃO,8449.020439282816,FEVEREIRO,2018,3,2018-02-01,-46.6309,-23.5714
ACLIMAÇÃO,8484.154115517264,FEVEREIRO,2019,3,2019-02-01,-46.6309,-23.5714
ACLIMAÇÃO,8730.518616412166,MARCO,2018,3,2018-03-01,-46.6309,-23.5714
ACLIMAÇÃO,8611.356469036864,MARCO,2019,3,2019-03-01,-46.6309,-23.5714
ACLIMAÇÃO,8561.501537102027,ABRIL,2018,3,2018-04-01,-46.6309,-23.5714
ACLIMAÇÃO,8623.497524756216,ABRIL,2019,3,2019-04-01,-46.6309,-23.5714
ACLIMAÇÃO,8517.621290938108,MAIO,2018,3,2018-05-01,-46.6309,-23.5714
ACLIMAÇÃO,8664.192415913414,MAIO,2019,3,2019-05-01,-46.6309,-23.5714
ACLIMAÇÃO,8364.419195894196,JUNHO,2018,3,2018-06-01,-46.6309,-23.5714
ACLIMAÇÃO,8685.32672872559,JUNHO,2019,3,2019-06-01,-46.6309,-23.5714
ACLIMAÇÃO,8459.878418635657,JULHO,2018,3,2018-07-01,-46.6309,-23.5714
ACLIMAÇÃO,8657.526496706927,JULHO,2019,3,2019-07-01,-46.6309,-23.5714
ACLIMAÇÃO,8448.715427799647,AGOSTO,2018,3,2018-08-01,-46.6309,-23.5714
ACLIMAÇÃO,8573.290901409704,AGOSTO,2019,3,2019-08-01,-46.6309,-23.5714
ACLIMAÇÃO,8334.916905934639,SETEMBRO,2018,3,2018-09-01,-46.6309,-23.5714
ACLIMAÇÃO,8566.807653947646,SETEMBRO,2019,3,2019-09-01,-46.6309,-23.5714
ACLIMAÇÃO,8355.484121468473,OUTUBRO,2018,3,2018-10-01,-46.6309,-23.5714
ACLIMAÇÃO,8675.031895437063,OUTUBRO,2019,3,2019-10-01,-46.6309,-23.5714
ACLIMAÇÃO,8336.467639227163,NOVEMBRO,2018,3,2018-11-01,-46.6309,-23.5714
ACLIMAÇÃO,8775.742293336432,NOVEMBRO,2019,3,2019-11-01,-46.6309,-23.5714
ACLIMAÇÃO,8256.225147994743,DEZEMBRO,2018,3,2018-12-01,-46.6309,-23.5714
ACLIMAÇÃO,8577.679951585604,DEZEMBRO,2019,3,2019-12-01,-46.6309,-23.5714
ACLIMAÇÃO,9363.870361501251,JANEIRO,2018,4,2018-01-01,-46.6309,-23.5714
ACLIMAÇÃO,9368.550872930733,JANEIRO,2019,4,2019-01-01,-46.6309,-23.5714
ACLIMAÇÃO,9423.343532508685,FEVEREIRO,2018,4,2018-02-01,-46.6309,-23.5714
ACLIMAÇÃO,9420.45119814587,FEVEREIRO,2019,4,2019-02-01,-46.6309,-23.5714
ACLIMAÇÃO,9507.295730401589,MARCO,2018,4,2018-03-01,-46.6309,-23.5714
ACLIMAÇÃO,9410.172800793713,MARCO,2019,4,2019-03-01,-46.6309,-23.5714
ACLIMAÇÃO,9532.275995194159,ABRIL,2018,4,2018-04-01,-46.6309,-23.5714
ACLIMAÇÃO,9258.146827783627,ABRIL,2019,4,2019-04-01,-46.6309,-23.5714
ACLIMAÇÃO,9539.418864763255,MAIO,2018,4,2018-05-01,-46.6309,-23.5714
ACLIMAÇÃO,9307.315750469694,MAIO,2019,4,2019-05-01,-46.6309,-23.5714
ACLIMAÇÃO,9521.008998522928,JUNHO,2018,4,2018-06-01,-46.6309,-23.5714
ACLIMAÇÃO,9361.726070595832,JUNHO,2019,4,2019-06-01,-46.6309,-23.5714
ACLIMAÇÃO,9454.607852452786,JULHO,2018,4,2018-07-01,-46.6309,-23.5714
ACLIMAÇÃO,9518.14003077498,JULHO,2019,4,2019-07-01,-46.6309,-23.5714
ACLIMAÇÃO,9385.906766111226,AGOSTO,2018,4,2018-08-01,-46.6309,-23.5714
ACLIMAÇÃO,9480.848885812431,AGOSTO,2019,4,2019-08-01,-46.6309,-23.5714
ACLIMAÇÃO,9288.95440950874,SETEMBRO,2018,4,2018-09-01,-46.6309,-23.5714
ACLIMAÇÃO,9521.791224206041,SETEMBRO,2019,4,2019-09-01,-46.6309,-23.5714
ACLIMAÇÃO,9294.077146596406,OUTUBRO,2018,4,2018-10-01,-46.6309,-23.5714
ACLIMAÇÃO,9534.83908790324,OUTUBRO,2019,4,2019-10-01,-46.6309,-23.5714
ACLIMAÇÃO,9281.669676659687,NOVEMBRO,2018,4,2018-11-01,-46.6309,-23.5714
ACLIMAÇÃO,9573.393990155158,NOVEMBRO,2019,4,2019-11-01,-46.6309,-23.5714
ACLIMAÇÃO,9335.52172638673,DEZEMBRO,2018,4,2018-12-01,-46.6309,-23.5714
ACLIMAÇÃO,9566.59459193799,DEZEMBRO,2019,4,2019-12-01,-46.6309,-23.5714
ALTO DA BOA VISTA,10175.38916986658,JANEIRO,2018,1,2018-01-01,-46.699,-23.6414
ALTO DA BOA VISTA,10342.31813299971,JANEIRO,2019,1,2019-01-01,-46.699,-23.6414
ALTO DA BOA VISTA,10197.39829134503,FEVEREIRO,2018,1,2018-02-01,-46.699,-23.6414
ALTO DA BOA VISTA,10430.7602251446,FEVEREIRO,2019,1,2019-02-01,-46.699,-23.6414
ALTO DA BOA VISTA,10106.7166360691,MARCO,2018,1,2018-03-01,-46.699,-23.6414
ALTO DA BOA VISTA,10484.37488392488,MARCO,2019,1,2019-03-01,-46.699,-23.6414
ALTO DA BOA VISTA,10095.68109664588,ABRIL,2018,1,2018-04-01,-46.699,-23.6414
ALTO DA BOA VISTA,10497.07116092223,ABRIL,2019,1,2019-04-01,-46.699,-23.6414
ALTO DA BOA VISTA,10109.34058899628,MAIO,2018,1,2018-05-01,-46.699,-23.6414
ALTO DA BOA VISTA,10481.92360645674,MAIO,2019,1,2019-05-01,-46.699,-23.6414
ALTO DA BOA VISTA,10202.66574540336,JUNHO,2018,1,2018-06-01,-46.699,-23.6414
ALTO DA BOA VISTA,10472.47981681011,JUNHO,2019,1,2019-06-01,-46.699,-23.6414
ALTO DA BOA VISTA,10222.6076924229,JULHO,2018,1,2018-07-01,-46.699,-23.6414
ALTO DA BOA VISTA,10470.27010393086,JULHO,2019,1,2019-07-01,-46.699,-23.6414
ALTO DA BOA VISTA,10212.16758384481,AGOSTO,2018,1,2018-08-01,-46.699,-23.6414
ALTO DA BOA VISTA,10522.84067490902,AGOSTO,2019,1,2019-08-01,-46.699,-23.6414
ALTO DA BOA VISTA,10208.85834502323,SETEMBRO,2018,1,2018-09-01,-46.699,-23.6414
ALTO DA BOA VISTA,10594.63907278286,SETEMBRO,2019,1,2019-09-01,-46.699,-23.6414
ALTO DA BOA VISTA,10216.41151557813,OUTUBRO,2018,1,2018-10-01,-46.699,-23.6414
ALTO DA BOA VISTA,10739.62455657407,OUTUBRO,2019,1,2019-10-01,-46.699,-23.6414
ALTO DA BOA VISTA,10233.05061860748,NOVEMBRO,2018,1,2018-11-01,-46.699,-23.6414
ALTO DA BOA VISTA,10809.52640583751,NOVEMBRO,2019,1,2019-11-01,-46.699,-23.6414
ALTO DA BOA VISTA,10271.99141402513,DEZEMBRO,2018,1,2018-12-01,-46.699,-23.6414
ALTO DA BOA VISTA,10801.19835299253,DEZEMBRO,2019,1,2019-12-01,-46.699,-23.6414
ALTO DA BOA VISTA,8808.430872118417,JANEIRO,2018,2,2018-01-01,-46.699,-23.6414
ALTO DA BOA VISTA,9063.61097485159,JANEIRO,2019,2,2019-01-01,-46.699,-23.6414
ALTO DA BOA VISTA,8715.33046373229,FEVEREIRO,2018,2,2018-02-01,-46.699,-23.6414
ALTO DA BOA VISTA,9096.133944889545,FEVEREIRO,2019,2,2019-02-01,-46.699,-23.6414
ALTO DA BOA VISTA,8613.306873824,MARCO,2018,2,2018-03-01,-46.699,-23.6414
ALTO DA BOA VISTA,9157.456641212448,MARCO,2019,2,2019-03-01,-46.699,-23.6414
ALTO DA BOA VISTA,8646.39257388491,ABRIL,2018,2,2018-04-01,-46.699,-23.6414
ALTO DA BOA VISTA,9127.901946214219,ABRIL,2019,2,2019-04-01,-46.699,-23.6414
ALTO DA BOA VISTA,8764.156117443485,MAIO,2018,2,2018-05-01,-46.699,-23.6414
ALTO DA BOA VISTA,9130.41622687807,MAIO,2019,2,2019-05-01,-46.699,-23.6414
ALTO DA BOA VISTA,8942.018428704054,JUNHO,2018,2,2018-06-01,-46.699,-23.6414
ALTO DA BOA VISTA,9174.354429640209,JUNHO,2019,2,2019-06-01,-46.699,-23.6414
ALTO DA BOA VISTA,8994.730615776143,JULHO,2018,2,2018-07-01,-46.699,-23.6414
ALTO DA BOA VISTA,9229.456160571182,JULHO,2019,2,2019-07-01,-46.699,-23.6414
ALTO DA BOA VISTA,8999.972521325231,AGOSTO,2018,2,2018-08-01,-46.699,-23.6414
ALTO DA BOA VISTA,9223.837749174809,AGOSTO,2019,2,2019-08-01,-46.699,-23.6414
ALTO DA BOA VISTA,8955.138509495784,SETEMBRO,2018,2,2018-09-01,-46.699,-23.6414
ALTO DA BOA VISTA,9148.406593558058,SETEMBRO,2019,2,2019-09-01,-46.699,-23.6414
ALTO DA BOA VISTA,8979.278368238916,OUTUBRO,2018,2,2018-10-01,-46.699,-23.6414
ALTO DA BOA VISTA,9045.708940433962,OUTUBRO,2019,2,2019-10-01,-46.699,-23.6414
ALTO DA BOA VISTA,9010.574555574052,NOVEMBRO,2018,2,2018-11-01,-46.699,-23.6414
ALTO DA BOA VISTA,8995.029042317497,NOVEMBRO,2019,2,2019-11-01,-46.699,-23.6414
ALTO DA BOA VISTA,9001.092206322146,DEZEMBRO,2018,2,2018-12-01,-46.699,-23.6414
ALTO DA BOA VISTA,8941.906017891537,DEZEMBRO,2019,2,2019-12-01,-46.699,-23.6414
ALTO DA BOA VISTA,7995.21571905691,JANEIRO,2018,3,2018-01-01,-46.699,-23.6414
ALTO DA BOA VISTA,8033.671236928015,JANEIRO,2019,3,2019-01-01,-46.699,-23.6414
ALTO DA BOA VISTA,8015.797747743353,FEVEREIRO,2018,3,2018-02-01,-46.699,-23.6414
ALTO DA BOA VISTA,8103.350975872984,FEVEREIRO,2019,3,2019-02-01,-46.699,-23.6414
ALTO DA BOA VISTA,8189.723412431189,MARCO,2018,3,2018-03-01,-46.699,-23.6414
ALTO DA BOA VISTA,8189.91825917796,MARCO,2019,3,2019-03-01,-46.699,-23.6414
ALTO DA BOA VISTA,8132.162218357243,ABRIL,2018,3,2018-04-01,-46.699,-23.6414
ALTO DA BOA VISTA,8203.196607771759,ABRIL,2019,3,2019-04-01,-46.699,-23.6414
ALTO DA BOA VISTA,8151.113222204078,MAIO,2018,3,2018-05-01,-46.699,-23.6414
ALTO DA BOA VISTA,8231.385906970425,MAIO,2019,3,2019-05-01,-46.699,-23.6414
ALTO DA BOA VISTA,8080.202019983054,JUNHO,2018,3,2018-06-01,-46.699,-23.6414
ALTO DA BOA VISTA,8293.194760521901,JUNHO,2019,3,2019-06-01,-46.699,-23.6414
ALTO DA BOA VISTA,8174.144586198213,JULHO,2018,3,2018-07-01,-46.699,-23.6414
ALTO DA BOA VISTA,8310.05389201089,JULHO,2019,3,2019-07-01,-46.699,-23.6414
ALTO DA BOA VISTA,8190.676423296906,AGOSTO,2018,3,2018-08-01,-46.699,-23.6414
ALTO DA BOA VISTA,8304.480508771801,AGOSTO,2019,3,2019-08-01,-46.699,-23.6414
ALTO DA BOA VISTA,8132.265577570315,SETEMBRO,2018,3,2018-09-01,-46.699,-23.6414
ALTO DA BOA VISTA,8260.152747142869,SETEMBRO,2019,3,2019-09-01,-46.699,-23.6414
ALTO DA BOA VISTA,8131.055073894954,OUTUBRO,2018,3,2018-10-01,-46.699,-23.6414
ALTO DA BOA VISTA,8310.141556853063,OUTUBRO,2019,3,2019-10-01,-46.699,-23.6414
ALTO DA BOA VISTA,8105.387613366172,NOVEMBRO,2018,3,2018-11-01,-46.699,-23.6414
ALTO DA BOA VISTA,8348.617711410074,NOVEMBRO,2019,3,2019-11-01,-46.699,-23.6414
ALTO DA BOA VISTA,8018.671396171773,DEZEMBRO,2018,3,2018-12-01,-46.699,-23.6414
ALTO DA BOA VISTA,8271.702149381787,DEZEMBRO,2019,3,2019-12-01,-46.699,-23.6414
ALTO DA BOA VISTA,8314.684023413514,JANEIRO,2018,4,2018-01-01,-46.699,-23.6414
ALTO DA BOA VISTA,8147.089363292817,JANEIRO,2019,4,2019-01-01,-46.699,-23.6414
ALTO DA BOA VISTA,8363.643303459254,FEVEREIRO,2018,4,2018-02-01,-46.699,-23.6414
ALTO DA BOA VISTA,8213.031789204018,FEVEREIRO,2019,4,2019-02-01,-46.699,-23.6414
ALTO DA BOA VISTA,8485.899368305201,MARCO,2018,4,2018-03-01,-46.699,-23.6414
ALTO DA BOA VISTA,8181.535492751297,MARCO,2019,4,2019-03-01,-46.699,-23.6414
ALTO DA BOA VISTA,8527.415627141925,ABRIL,2018,4,2018-04-01,-46.699,-23.6414
ALTO DA BOA VISTA,8066.613483024504,ABRIL,2019,4,2019-04-01,-46.699,-23.6414
ALTO DA BOA VISTA,8508.159434099827,MAIO,2018,4,2018-05-01,-46.699,-23.6414
ALTO DA BOA VISTA,8049.571111559804,MAIO,2019,4,2019-05-01,-46.699,-23.6414
ALTO DA BOA VISTA,8494.589030793735,JUNHO,2018,4,2018-06-01,-46.699,-23.6414
ALTO DA BOA VISTA,8149.371931245338,JUNHO,2019,4,2019-06-01,-46.699,-23.6414
ALTO DA BOA VISTA,8380.212656084414,JULHO,2018,4,2018-07-01,-46.699,-23.6414
ALTO DA BOA VISTA,8262.699149671447,JULHO,2019,4,2019-07-01,-46.699,-23.6414
ALTO DA BOA VISTA,8312.199753636081,AGOSTO,2018,4,2018-08-01,-46.699,-23.6414
ALTO DA BOA VISTA,8259.292144187984,AGOSTO,2019,4,2019-08-01,-46.699,-23.6414
ALTO DA BOA VISTA,8141.574351604778,SETEMBRO,2018,4,2018-09-01,-46.699,-23.6414
ALTO DA BOA VISTA,8221.07225215125,SETEMBRO,2019,4,2019-09-01,-46.699,-23.6414
ALTO DA BOA VISTA,8133.187232154938,OUTUBRO,2018,4,2018-10-01,-46.699,-23.6414
ALTO DA BOA VISTA,8252.289841442622,OUTUBRO,2019,4,2019-10-01,-46.699,-23.6414
ALTO DA BOA VISTA,8123.858253667215,NOVEMBRO,2018,4,2018-11-01,-46.699,-23.6414
ALTO DA BOA VISTA,8261.130762044873,NOVEMBRO,2019,4,2019-11-01,-46.699,-23.6414
ALTO DA BOA VISTA,8139.724497861689,DEZEMBRO,2018,4,2018-12-01,-46.699,-23.6414
ALTO DA BOA VISTA,8264.294685187699,DEZEMBRO,2019,4,2019-12-01,-46.699,-23.6414
BARRA FUNDA,9208.546694179842,JANEIRO,2018,1,2018-01-01,-46.6574,-23.5304
BARRA FUNDA,9056.547558318965,JANEIRO,2019,1,2019-01-01,-46.6574,-23.5304
BARRA FUNDA,9321.926051095526,FEVEREIRO,2018,1,2018-02-01,-46.6574,-23.5304
BARRA FUNDA,9144.2889583062,FEVEREIRO,2019,1,2019-02-01,-46.6574,-23.5304
BARRA FUNDA,9216.773163585154,MARCO,2018,1,2018-03-01,-46.6574,-23.5304
BARRA FUNDA,9141.935407284049,MARCO,2019,1,2019-03-01,-46.6574,-23.5304
BARRA FUNDA,9097.432114175752,ABRIL,2018,1,2018-04-01,-46.6574,-23.5304
BARRA FUNDA,9094.089545810592,ABRIL,2019,1,2019-04-01,-46.6574,-23.5304
BARRA FUNDA,9001.4675067761,MAIO,2018,1,2018-05-01,-46.6574,-23.5304
BARRA FUNDA,9063.966694220017,MAIO,2019,1,2019-05-01,-46.6574,-23.5304
BARRA FUNDA,9173.708038409424,JUNHO,2018,1,2018-06-01,-46.6574,-23.5304
BARRA FUNDA,9107.044863885385,JUNHO,2019,1,2019-06-01,-46.6574,-23.5304
BARRA FUNDA,9171.599622632437,JULHO,2018,1,2018-07-01,-46.6574,-23.5304
BARRA FUNDA,9172.983612557042,JULHO,2019,1,2019-07-01,-46.6574,-23.5304
BARRA FUNDA,9150.910884629662,AGOSTO,2018,1,2018-08-01,-46.6574,-23.5304
BARRA FUNDA,9193.389874060054,AGOSTO,2019,1,2019-08-01,-46.6574,-23.5304
BARRA FUNDA,8958.96536288403,SETEMBRO,2018,1,2018-09-01,-46.6574,-23.5304
BARRA FUNDA,9238.06390481706,SETEMBRO,2019,1,2019-09-01,-46.6574,-23.5304
BARRA FUNDA,8945.491711951732,OUTUBRO,2018,1,2018-10-01,-46.6574,-23.5304
BARRA FUNDA,9245.873299465105,OUTUBRO,2019,1,2019-10-01,-46.6574,-23.5304
BARRA FUNDA,8940.160513845383,NOVEMBRO,2018,1,2018-11-01,-46.6574,-23.5304
BARRA FUNDA,9169.015042765372,NOVEMBRO,2019,1,2019-11-01,-46.6574,-23.5304
BARRA FUNDA,8998.898066684264,DEZEMBRO,2018,1,2018-12-01,-46.6574,-23.5304
BARRA FUNDA,9158.478341895296,DEZEMBRO,2019,1,2019-12-01,-46.6574,-23.5304
BARRA FUNDA,8552.745167278257,JANEIRO,2018,2,2018-01-01,-46.6574,-23.5304
BARRA FUNDA,8339.443606806764,JANEIRO,2019,2,2019-01-01,-46.6574,-23.5304
BARRA FUNDA,8463.418211698863,FEVEREIRO,2018,2,2018-02-01,-46.6574,-23.5304
BARRA FUNDA,8362.991840498495,FEVEREIRO,2019,2,2019-02-01,-46.6574,-23.5304
BARRA FUNDA,8295.009221406484,MARCO,2018,2,2018-03-01,-46.6574,-23.5304
BARRA FUNDA,8399.295526831615,MARCO,2019,2,2019-03-01,-46.6574,-23.5304
BARRA FUNDA,8255.86269756178,ABRIL,2018,2,2018-04-01,-46.6574,-23.5304
BARRA FUNDA,8416.010778800437,ABRIL,2019,2,2019-04-01,-46.6574,-23.5304
BARRA FUNDA,8264.170275760063,MAIO,2018,2,2018-05-01,-46.6574,-23.5304
BARRA FUNDA,8423.123022301797,MAIO,2019,2,2019-05-01,-46.6574,-23.5304
BARRA FUNDA,8462.415335873166,JUNHO,2018,2,2018-06-01,-46.6574,-23.5304
BARRA FUNDA,8445.575590439474,JUNHO,2019,2,2019-06-01,-46.6574,-23.5304
BARRA FUNDA,8478.231002720186,JULHO,2018,2,2018-07-01,-46.6574,-23.5304
BARRA FUNDA,8439.477975546008,JULHO,2019,2,2019-07-01,-46.6574,-23.5304
BARRA FUNDA,8495.17143956359,AGOSTO,2018,2,2018-08-01,-46.6574,-23.5304
BARRA FUNDA,8463.198511267843,AGOSTO,2019,2,2019-08-01,-46.6574,-23.5304
BARRA FUNDA,8417.297075420633,SETEMBRO,2018,2,2018-09-01,-46.6574,-23.5304
BARRA FUNDA,8481.034304509794,SETEMBRO,2019,2,2019-09-01,-46.6574,-23.5304
BARRA FUNDA,8390.730572681345,OUTUBRO,2018,2,2018-10-01,-46.6574,-23.5304
BARRA FUNDA,8520.775734195266,OUTUBRO,2019,2,2019-10-01,-46.6574,-23.5304
BARRA FUNDA,8341.311284500829,NOVEMBRO,2018,2,2018-11-01,-46.6574,-23.5304
BARRA FUNDA,8523.853814867467,NOVEMBRO,2019,2,2019-11-01,-46.6574,-23.5304
BARRA FUNDA,8306.617380377375,DEZEMBRO,2018,2,2018-12-01,-46.6574,-23.5304
BARRA FUNDA,8517.088760731924,DEZEMBRO,2019,2,2019-12-01,-46.6574,-23.5304
BARRA FUNDA,8776.735768555134,JANEIRO,2018,3,2018-01-01,-46.6574,-23.5304
BARRA FUNDA,8587.977429341288,JANEIRO,2019,3,2019-01-01,-46.6574,-23.5304
BARRA FUNDA,8757.242221923365,FEVEREIRO,2018,3,2018-02-01,-46.6574,-23.5304
BARRA FUNDA,8620.181464261566,FEVEREIRO,2019,3,2019-02-01,-46.6574,-23.5304
BARRA FUNDA,8788.61078116677,MARCO,2018,3,2018-03-01,-46.6574,-23.5304
BARRA FUNDA,8724.71069314711,MARCO,2019,3,2019-03-01,-46.6574,-23.5304
BARRA FUNDA,8649.748518385391,ABRIL,2018,3,2018-04-01,-46.6574,-23.5304
BARRA FUNDA,8748.503393394773,ABRIL,2019,3,2019-04-01,-46.6574,-23.5304
BARRA FUNDA,8578.58939845374,MAIO,2018,3,2018-05-01,-46.6574,-23.5304
BARRA FUNDA,8764.299430266403,MAIO,2019,3,2019-05-01,-46.6574,-23.5304
BARRA FUNDA,8626.913526922699,JUNHO,2018,3,2018-06-01,-46.6574,-23.5304
BARRA FUNDA,8792.14710496722,JUNHO,2019,3,2019-06-01,-46.6574,-23.5304
BARRA FUNDA,8703.474742669903,JULHO,2018,3,2018-07-01,-46.6574,-23.5304
BARRA FUNDA,8739.963816148544,JULHO,2019,3,2019-07-01,-46.6574,-23.5304
BARRA FUNDA,8744.427428226492,AGOSTO,2018,3,2018-08-01,-46.6574,-23.5304
BARRA FUNDA,8733.99488160568,AGOSTO,2019,3,2019-08-01,-46.6574,-23.5304
BARRA FUNDA,8687.82333232662,SETEMBRO,2018,3,2018-09-01,-46.6574,-23.5304
BARRA FUNDA,8723.0380329095,SETEMBRO,2019,3,2019-09-01,-46.6574,-23.5304
BARRA FUNDA,8690.611411351067,OUTUBRO,2018,3,2018-10-01,-46.6574,-23.5304
BARRA FUNDA,8859.27553869869,OUTUBRO,2019,3,2019-10-01,-46.6574,-23.5304
BARRA FUNDA,8681.895010358747,NOVEMBRO,2018,3,2018-11-01,-46.6574,-23.5304
BARRA FUNDA,8919.552566411483,NOVEMBRO,2019,3,2019-11-01,-46.6574,-23.5304
BARRA FUNDA,8577.0800951988,DEZEMBRO,2018,3,2018-12-01,-46.6574,-23.5304
BARRA FUNDA,8790.143123545933,DEZEMBRO,2019,3,2019-12-01,-46.6574,-23.5304
BARRA FUNDA,9091.704602670818,JANEIRO,2018,4,2018-01-01,-46.6574,-23.5304
BARRA FUNDA,9002.316857268459,JANEIRO,2019,4,2019-01-01,-46.6574,-23.5304
BARRA FUNDA,9078.748348312234,FEVEREIRO,2018,4,2018-02-01,-46.6574,-23.5304
BARRA FUNDA,9022.370313704083,FEVEREIRO,2019,4,2019-02-01,-46.6574,-23.5304
BARRA FUNDA,9196.935915179676,MARCO,2018,4,2018-03-01,-46.6574,-23.5304
BARRA FUNDA,9031.025620459088,MARCO,2019,4,2019-03-01,-46.6574,-23.5304
BARRA FUNDA,9090.076619163348,ABRIL,2018,4,2018-04-01,-46.6574,-23.5304
BARRA FUNDA,9049.665860703315,ABRIL,2019,4,2019-04-01,-46.6574,-23.5304
BARRA FUNDA,9074.593856431058,MAIO,2018,4,2018-05-01,-46.6574,-23.5304
BARRA FUNDA,9115.235483934524,MAIO,2019,4,2019-05-01,-46.6574,-23.5304
BARRA FUNDA,9031.446599891338,JUNHO,2018,4,2018-06-01,-46.6574,-23.5304
